Dates,URL,News,Price Direction Up,Price Direction Constant,Price Direction Down,Asset Comparision,Past Information,Future Information,Price Sentiment,econ_themes,hybrid_text,cluster,x,y
24-06-2011,https://www.moneycontrol.com/news/business/markets/-2054475.html,india gold extends losses; physical trading still dull,0,0,1,0,1,0,negative,"['physical', 'extends', 'dull', 'losses physical trading', 'india gold extends']",india gold extends losses; physical trading still dull physical extends dull losses physical trading india gold extends,-1,-0.29590172,0.060508084
10-09-2012,http://www.marketwatch.com/story/patagonia-gold-lifts-cap-oeste-resource-estimate-2012-09-10,patagonia gold lifts cap-oeste resource estimate,1,0,0,0,1,0,positive,"['gold', 'estimate', 'oeste resource', 'patagonia', 'lifts cap']",patagonia gold lifts cap-oeste resource estimate gold estimate oeste resource patagonia lifts cap,-1,0.0015077889,0.12086859
07-12-2017,http://www.marketwatch.com/story/gold-prices-settle-at-lowest-since-late-july-2017-12-07,gold prices settle at lowest since late july,0,0,1,0,1,0,negative,"['late', 'july', 'settle', 'prices settle lowest', 'gold prices']",gold prices settle at lowest since late july late july settle prices settle lowest gold prices,-1,0.10189684,-0.18542647
10-04-2013,https://www.moneycontrol.com/news/business/stocks/-1092471.html,gold has strong resistance at usd 1664.5: mangal keshav,0,1,0,0,1,0,neutral,"['keshav', 'mangal', '1664', 'gold strong', 'resistance usd']",gold has strong resistance at usd 1664.5: mangal keshav keshav mangal 1664 gold strong resistance usd,-1,-0.029150113,0.1500948
29-12-2016,http://www.marketwatch.com/story/gold-futures-extend-rally-to-fourth-session-close-up-15-2016-12-29,"Gold futures extend rally to fourth session, close up 1.5%",1,0,0,0,1,0,positive,"['extend', 'fourth', 'session close', 'rally', 'gold futures']","Gold futures extend rally to fourth session, close up 1.5% extend fourth session close rally gold futures",-1,-0.058858432,-0.4234259
23-02-2004,http://www.marketwatch.com/story/gold-futures-close-higher-but-still-under-400-2004-02-23,gold futures edge up after steep drop,1,0,0,0,1,0,positive,"['steep', 'edge', 'drop', 'futures', 'gold futures']",gold futures edge up after steep drop steep edge drop futures gold futures,-1,-0.14956631,-0.4678955
21-11-2018,https://www.metalsdaily.com/link/287123/world-gold-council-mmtc-pamp-launch-indias-first-precious-metals-assay-and-training-institute.htm,"world gold council, mmtc-pamp launch india's first precious metals assay and training institute",0,0,0,0,1,0,none,"['council mmtc', 'precious', 'pamp launch india', 'assay training institute', 'metals']","world gold council, mmtc-pamp launch india's first precious metals assay and training institute council mmtc precious pamp launch india assay training institute metals",-1,-0.16977978,0.16924077
10-08-2017,http://www.marketwatch.com/story/gold-post-back-to-back-gains-ends-at-2-month-high-2017-08-10,"Gold post back-to-back gains, ends at 2-month high",1,0,0,0,1,0,positive,"['post', 'high', 'ends month', 'gold', 'gains ends month']","Gold post back-to-back gains, ends at 2-month high post high ends month gold gains ends month",-1,-0.043534927,-0.012158275
12-11-2008,http://www.marketwatch.com/story/december-gold-down-230-to-73050-an-ounce-on-globex-2008-11-12,december gold down $2.30 to $730.50 an ounce on globex,0,0,1,0,1,0,negative,"['30 730 50', 'december', 'ounce', 'globex', 'gold']",december gold down $2.30 to $730.50 an ounce on globex 30 730 50 december ounce globex gold,21,0.41754448,0.0830102
17-01-2017,https://www.thehindubusinessline.com/markets/gold/outlook-stays-bullish-for-gold/article9485525.ece,Outlook stays bullish for gold,1,0,0,0,1,0,positive,"['stays', 'bullish', 'gold', 'outlook', 'outlook stays']",Outlook stays bullish for gold stays bullish gold outlook outlook stays,-1,-0.1284742,0.047694393
23-09-2018,https://www.metalsdaily.com/link/284386/gold-vs-bitcoin-which-one-is-the-better-investment.htm,gold vs bitcoin: which one is the better investment?,0,0,0,1,0,1,none,"['better', 'vs', 'gold', 'investment', 'gold vs bitcoin']",gold vs bitcoin: which one is the better investment? better vs gold investment gold vs bitcoin,-1,-0.13065866,0.15515581
10-12-2007,http://www.marketwatch.com/story/gold-futures-rally-nearly-2-on-dollar-weakness-2007-12-10,gold futures rally nearly 2% on dollar weakness,1,0,0,1,1,0,positive,"['nearly', 'dollar', 'weakness', 'rally', 'gold futures']",gold futures rally nearly 2% on dollar weakness nearly dollar weakness rally gold futures,-1,-0.06592862,-0.25697947
12-12-2017,https://www.metalsdaily.com/link/274716/sharps-pixley-gold-facing-severe-headwinds-despite-overvalued-dollar-murenbeeld.htm,sharps pixley: gold facing severe headwinds despite overvalued dollar - murenbeeld,0,0,0,1,1,0,none,"['murenbeeld', 'gold', 'sharps pixley', 'despite overvalued dollar', 'facing severe headwinds']",sharps pixley: gold facing severe headwinds despite overvalued dollar - murenbeeld murenbeeld gold sharps pixley despite overvalued dollar facing severe headwinds,-1,-0.027311414,0.15764354
26-07-2013,http://www.marketwatch.com/story/gold-futures-down-06-on-day-up-22-on-week-2013-07-26,"gold futures down 0.6% on day, up 2.2% on week",0,0,1,0,1,0,negative,"['day', 'week', 'gold', 'futures', 'gold futures']","gold futures down 0.6% on day, up 2.2% on week day week gold futures gold futures",27,0.04962589,-0.447621
11-08-2011,http://www.marketwatch.com/story/gold-shares-responding-finally-2011-08-11,gold shares responding (finally)?,0,0,0,0,1,0,none,"['finally', 'responding', 'gold', 'shares', 'shares responding']",gold shares responding (finally)? finally responding gold shares shares responding,-1,-0.14520016,0.028281547
16-10-2017,http://www.marketwatch.com/story/gold-holds-slight-gain-after-empire-state-manufacturing-report-2017-10-16,Gold holds slight gain after Empire State manufacturing report,1,0,0,0,1,0,positive,"['report', 'slight gain', 'empire', 'state manufacturing report', 'gold holds slight']",Gold holds slight gain after Empire State manufacturing report report slight gain empire state manufacturing report gold holds slight,-1,-0.042443536,0.1620503
20-02-2013,https://www.moneycontrol.com/news/business/markets/-1343171.html,mcx goldpetal march contract trades lower,0,0,1,0,1,0,negative,"['march', 'lower', 'goldpetal', 'mcx', 'contract trades']",mcx goldpetal march contract trades lower march lower goldpetal mcx contract trades,1,0.02878049,-0.16591817
08-04-2013,https://www.moneycontrol.com/news/business/markets/-1099909.html,gold edges lower; traders seek more falls,0,0,1,0,1,0,negative,"['seek', 'gold', 'falls', 'traders seek', 'edges lower']",gold edges lower; traders seek more falls seek gold falls traders seek edges lower,-1,-0.17166829,0.016840115
03-12-2007,http://www.marketwatch.com/story/gold-ends-higher-after-last-weeks-steep-fall-2007-12-03,gold ends higher after last week's steep fall,1,0,1,0,1,0,positive,"['week', 'higher', 'steep', 'fall', 'gold ends']",gold ends higher after last week's steep fall week higher steep fall gold ends,-1,-0.019325688,-0.057196766
10-04-2007,http://www.marketwatch.com/story/gold-rises-on-dollar-weakness-trade-tensions-2007-04-10-8913128,"gold rises on dollar weakness, trade tensions",1,0,0,1,1,0,positive,"['trade', 'rises', 'weakness', 'tensions', 'gold rises dollar']","gold rises on dollar weakness, trade tensions trade rises weakness tensions gold rises dollar",-1,-0.1495293,0.18565369
17-06-2011,http://www.marketwatch.com/story/gold-silver-settle-higher-on-greece-turmoil-2011-06-17,"gold, silver settle higher on greece turmoil",1,0,0,1,1,0,positive,"['higher', 'settle', 'turmoil', 'gold silver', 'greece']","gold, silver settle higher on greece turmoil higher settle turmoil gold silver greece",-1,-0.12531376,0.14188448
11-08-2005,http://www.marketwatch.com/story/gold-futures-end-above-450-at-5-month-high-2005-08-11,gold ends atop $450 at 5-month high,1,0,0,0,1,0,positive,"['atop', 'month', '450', 'month high', 'gold ends']",gold ends atop $450 at 5-month high atop month 450 month high gold ends,-1,0.12962417,0.016438216
06-10-2017,http://www.marketwatch.com/story/gold-for-december-delivery-off-04-at-126800-vs-1270-before-data-2017-10-06,"Gold for December delivery off 0.4% at $1,268.00 vs $1,270 before data",0,0,0,0,1,0,none,"['december', '00 vs', 'vs 270 data', 'delivery 268', 'gold']","Gold for December delivery off 0.4% at $1,268.00 vs $1,270 before data december 00 vs vs 270 data delivery 268 gold",-1,0.23814945,-0.0144803
06-08-2016,https://economictimes.indiatimes.com/markets/stocks/news/risk-on-sentiment-did-trigger-correction-in-gold-but-yellow-metal-in-a-sweet-spot/articleshow/53568188.cms,"risk-on sentiment did trigger correction in gold, but yellow metal in a sweet spot",0,0,0,0,1,0,none,"['risk', 'yellow', 'sentiment did', 'did trigger correction', 'metal sweet spot']","risk-on sentiment did trigger correction in gold, but yellow metal in a sweet spot risk yellow sentiment did did trigger correction metal sweet spot",-1,-0.1333047,0.120031536
01-05-2003,http://www.marketwatch.com/story/meridian-gold-up-61-in-xau-2003-05-01,meridian gold up 6.1% in $xau,1,0,0,0,1,0,positive,"['gold', 'meridian', 'xau', 'meridian gold', 'gold xau']",meridian gold up 6.1% in $xau gold meridian xau meridian gold gold xau,-1,0.12540527,0.09272442
04-04-2014,http://www.investing.com/news/commodities-news/gold-futures-rise-but-remain-near-1-1-2-month-lows-275822,Gold futures rise but remain near 1-1/2 month lows,1,0,0,0,1,0,positive,"['remain', 'lows', 'month', 'rise remain near', 'gold futures']",Gold futures rise but remain near 1-1/2 month lows remain lows month rise remain near gold futures,-1,-0.07807559,-0.42026734
10-11-2016,http://www.marketwatch.com/story/dec-gold-falls-710-or-06-to-settle-at-126640oz-2016-11-10,"Dec. gold falls $7.10, or 0.6%, to settle at $1,266.40/oz",0,0,1,0,1,0,negative,"['266', 'dec', 'settle', '40 oz', 'gold falls']","Dec. gold falls $7.10, or 0.6%, to settle at $1,266.40/oz 266 dec settle 40 oz gold falls",21,0.4698065,-0.009413689
21-06-2017,http://www.marketwatch.com/story/august-gold-gains-230-or-02-to-settle-at-124580oz-2017-06-21,"August gold gains $2.30, or 0.2%, to settle at $1,245.80/oz",1,0,0,0,1,0,positive,"['gains', '30 settle', '245 80 oz', 'august', 'gold']","August gold gains $2.30, or 0.2%, to settle at $1,245.80/oz gains 30 settle 245 80 oz august gold",21,0.43903655,0.09430476
22-01-2009,http://www.marketwatch.com/story/gold-futures-fall-after-gloomy-data-on-housing-jobs,"gold futures fall after gloomy data on housing, jobs",0,0,1,0,1,0,negative,"['data', 'fall', 'gloomy', 'housing jobs', 'gold futures']","gold futures fall after gloomy data on housing, jobs data fall gloomy housing jobs gold futures",-1,-0.18738389,-0.23999184
18-03-2014,http://www.marketwatch.com/story/april-gold-down-2060-at-135230-an-ounce-2014-03-18,"april gold down $20.60 at $1,352.30 an ounce",0,0,1,0,1,0,negative,"['352 30', '20 60', 'april', 'gold', 'ounce']","april gold down $20.60 at $1,352.30 an ounce 352 30 20 60 april gold ounce",21,0.48504865,0.05277251
19-09-2018,https://www.moneycontrol.com/news/business/gold-rallies-on-positive-global-cues-jewellers-buying-2966091.html,"Gold rallies on positive global cues, jewellers' buying",1,0,0,0,1,0,positive,"['buying', 'positive global', 'cues', 'rallies', 'jewellers']","Gold rallies on positive global cues, jewellers' buying buying positive global cues rallies jewellers",-1,-0.18652958,0.21950264
23-07-2009,http://www.marketwatch.com/story/spot-gold-rises-1-to-949troy-ounce-2009-07-23,spot gold rises $1 to $949/troy ounce,1,0,0,0,1,0,positive,"['949', 'spot', 'troy', 'ounce', 'gold rises']",spot gold rises $1 to $949/troy ounce 949 spot troy ounce gold rises,-1,0.291865,0.11936345
01-06-2011,http://www.marketwatch.com/story/gold-is-the-only-place-for-new-money-in-june-2011-06-01,gold is the only place for new money in june,0,0,0,0,1,0,none,"['new', 'money', 'june', 'gold place', 'place new money']",gold is the only place for new money in june new money june gold place place new money,-1,-0.007162079,0.12001751
09-10-2018,https://economictimes.indiatimes.com/markets/commodities/news/gold-may-rest-easy-at-rs-31100/articleshow/66131815.cms,"Commodity Outlook: Gold may rest easy at Rs 31,100",0,0,0,1,0,1,none,"['rest easy', 'outlook', 'rs', '31 100', 'commodity']","Commodity Outlook: Gold may rest easy at Rs 31,100 rest easy outlook rs 31 100 commodity",-1,-0.0047559887,0.08287033
28-06-2006,http://www.marketwatch.com/story/gold-futures-close-down-340-at-581-an-ounce-2006-06-28,gold futures close down $3.40 at $581 an ounce,0,0,1,0,1,0,negative,"['581', '40', 'ounce', 'futures close', 'gold futures']",gold futures close down $3.40 at $581 an ounce 581 40 ounce futures close gold futures,26,0.304053,-0.41662288
18-10-2016,https://www.moneycontrol.com/news/business/stocks/gold-to-trade29546-29814-range-achiievers-equities-956345.html,gold to trade in 29546-29814 range: achiievers equities,0,1,0,0,0,1,neutral,"['achiievers', 'range', '29546 29814', 'equities', 'gold trade']",gold to trade in 29546-29814 range: achiievers equities achiievers range 29546 29814 equities gold trade,3,0.037558243,0.10955178
11-12-2017,https://www.metalsdaily.com/link/274720/gold-bullion-premiums-at-multi-year-lows.htm,gold bullion premiums at multi-year lows,0,0,1,0,1,0,negative,"['multi', 'gold', 'bullion', 'year lows', 'premiums multi year']",gold bullion premiums at multi-year lows multi gold bullion year lows premiums multi year,-1,-0.06424395,0.026032008
21-12-2015,https://www.thehindubusinessline.com/markets/gold/gold-adds-to-gains-on-softer-equities-dollar/article8013628.ece,"Gold adds to gains on softer equities, dollar",1,0,0,1,1,0,positive,"['adds', 'equities', 'dollar', 'gold', 'gains softer']","Gold adds to gains on softer equities, dollar adds equities dollar gold gains softer",-1,-0.07916502,0.21296272
12-05-2017,https://www.moneycontrol.com/news/business/stocks/gold-to-trade-in-27849-28171-achiievers-equities-2277469.html,gold to trade in 27849-28171: achiievers equities,0,1,0,0,0,1,neutral,"['achiievers', '28171', 'equities', '27849 28171', 'gold trade']",gold to trade in 27849-28171: achiievers equities achiievers 28171 equities 27849 28171 gold trade,3,0.021525562,0.12982878
10-08-2006,http://www.marketwatch.com/story/gold-falls-as-traders-scramble-to-assess-news-of-terror-plot-2006-08-10,gold falls as traders scramble to assess news of terror plot,0,0,1,0,1,0,negative,"['assess news', 'plot', 'terror', 'traders scramble assess', 'gold falls']",gold falls as traders scramble to assess news of terror plot assess news plot terror traders scramble assess gold falls,-1,-0.14677048,0.05589015
29-11-2011,https://economictimes.indiatimes.com/markets/commodities/gold-rallies-for-third-day-up-by-rs-40-on-seasonal-demand/articleshow/10917733.cms,gold rallies for third day; up by rs 40 on seasonal demand,1,0,0,0,1,0,positive,"['40', 'rs', 'gold', 'seasonal demand', 'rallies day']",gold rallies for third day; up by rs 40 on seasonal demand 40 rs gold seasonal demand rallies day,-1,-0.05740016,0.16556843
30-10-2012,https://www.moneycontrol.com/news/business/markets/-1869151.html,"gold reverses losses on equity, econ concerns stay",0,0,0,0,1,0,none,"['stay', 'concerns', 'equity', 'econ concerns', 'gold reverses losses']","gold reverses losses on equity, econ concerns stay stay concerns equity econ concerns gold reverses losses",-1,-0.16506276,0.03521547
