,Dates,News,original_sentiment,VADER_sentiment
3323,15-02-2018,"gold settles lower as as dow, s&p 500 try for fifth straight gain",negative,0.4767
3324,23-11-2017,gold steady as dollar licks wounds after biggest drop since june,neutral,-0.2732
3325,28-09-2018,Gold futures slide 0.15% on global cues,negative,0.0
3326,27-12-2007,"gold above $830 on weaker dollar, bhutto's death",positive,-0.7783
3327,29-07-2005,"gold set to log loss on month, gain for week",negative,0.2732
3328,18-06-2007,gold climbs over $1 to close near the $660 mark,positive,0.0
3329,31-01-2017,Gold futures mark largest monthly gain since June,positive,0.5267
3330,18-01-2017,Gold turns slightly positive after consumer-price data,positive,0.5118
3331,22-04-2016,"gold consolidating, but will gain from central banks' steps to revive growth",positive,0.9022
3332,28-07-2017,"August gold climbs $8.40, or 0.7%, to settle at $1,268.40.oz",positive,0.0
3333,03-09-2015,sell mcx oct gold; target rs 26513/26380: way2wealth,none,0.0
3334,01-02-2007,april gold last up $4.40 at $662.30/oz after $667 high,positive,0.0
3335,23-03-2016,gold futures mark lowest settlement since feb. 26,negative,-0.3818
3336,30-11-2010,"gold rallies as debt woes batter euro, china fund",positive,-0.6597
3337,07-10-2016,Gold futures take a sharp turn lower on Comex,negative,-0.296
3338,26-05-2017,"June gold gains $10.80, or 0.9%, to $1,267.20/oz",positive,0.34
3339,17-08-2004,"spot gold bid at $401.80 an ounce, off 70c",negative,0.0
3340,27-06-2018,Gold hovers near 6-month low as dollar remains steady,negative,-0.2732
3341,01-11-2017,"Dec. gold at $1,279.40/oz in electronic trade, up from $1,277.30 settlement",positive,0.0
3342,17-02-2014,"Gold futures up at Rs 29,066 per 10 gm",positive,0.0
3343,13-01-2016,"Gold futures decline to Rs 25,669 on weak global cues",negative,-0.4404
3344,04-06-2018,gold prices remain vulnerable as bearish trends persist,positive,-0.2263
3345,27-12-2012,gold demand firm as jewellers stock up,none,-0.128
3346,25-07-2017,cabinet to consider increasing gold holding limit: sources,none,0.0
3347,16-12-2014,"Gold futures plunge to Rs 27,011 per 10 gm",negative,0.0
3348,10-07-2017,"August gold climbs $3.50, or 0.3%, to settle at $1,213.20/oz",positive,0.0
3349,10-10-2018,India's September gold imports drop 14 percent on weak rupee: GFMS,none,-0.6124
3350,01-06-2017,gold settles lower as private-sector hiring ups fed rate-hike odds,negative,-0.296
3351,07-06-2006,spot gold quoted at $625.20 in asia trade,positive,0.0
3352,29-09-2015,gold futures slump amid u.s. rate hike outlook,negative,0.0
3353,19-05-2011,"silver gains by 3%, gold remains stable",neutral,0.5574
3354,25-05-2006,gold closes $11 higher to recoup part of its recent decline,positive,0.0
3355,03-12-2004,gold futures close at a fresh mid-1988 high,positive,0.3182
3356,12-01-2014,Comex gold may test resistance levels,none,0.0
3357,13-10-2009,"gold hits new high on rising oil, weaker dollar",positive,-0.4404
3358,25-10-2004,"spot gold quoted at $428.50, up 30 cents from new york",positive,0.0
3359,26-08-2016,"December gold up $6.10, or 0.5%, at $1,330.70/oz.",positive,0.0
3360,29-09-2016,"Dec. gold sees late-day reversal to settle at $1,326/oz, up $2.30, or 0.2%",positive,0.0
3361,14-12-2011,mcx goldguinea jan contract declines,negative,0.0
3362,14-10-2003,barrick gold acquires stake in highland gold,none,0.0
3363,18-09-2017,gold prices suffer fifth decline in six sessions,negative,-0.5423
3364,27-04-2010,"gold futures down $2.70 at $1,151.30 an ounce",negative,0.0
3365,29-04-2013,"gold steady near two-week high, discourages importers",neutral,-0.4404
3366,31-10-2011,Gold prices in major cities in India,none,0.0
3367,31-07-2015,gold logs biggest monthly drop in 2 years,negative,-0.2732
3368,12-09-2015,"Gold slips below Rs 26,000-mark on weak demand, global cues",negative,-0.5267
3369,17-08-2013,gold whizzes past rs 31k level on heavy buying,positive,0.0
3370,15-02-2017,gold prices snap a 4-session skid,positive,0.0
3371,07-09-2018,gold edges higher as dollar slips against yen on trade jitters,positive,0.0
3372,16-06-2017,"Gold edges higher for the session, falls for the week",negative,0.0
3373,12-03-2014,gold futures settle at highest close in six months,positive,0.0
3374,25-06-2013,rbi tightens gold lending norms for regional rural banks,none,0.0
3375,30-09-2013,"gold fluctuates amid looming us government shutdown, etp sales",none,-0.128
3376,29-12-2017,gold rate today: gold trades higher in morning deals; should you buy?,positive,0.0
3377,23-11-2016,"Gold ETF has another day of pain, falls to lowest since February",negative,-0.7096
3378,14-10-2011,sentiment for gold looks positive; prices may take support around 1620-1630: ajay kedia,positive,0.743
3379,26-02-2013,"gold spurts on bargain hunting, global cues; silver drops",positive,0.2023
3380,16-07-2015,gold futures move down after yellen talk,negative,0.0
3381,24-08-2017,Gold prices hold modest losses after weekly jobless claims,negative,-0.4019
3382,19-07-2013,gold futures log highest close since june 19,positive,0.0
3383,20-10-2011,gold prices to further correct in the near term: geojit comtrade,none,0.0
3384,02-05-2008,june gold up $8.80 at $859.70 an ounce on nymex,positive,0.0
3385,10-05-2017,"Gold futures climb to Rs 28,085 on firm global cues",positive,0.0
3386,07-11-2017,"demonetisation spoils gold appetite, demand falls",negative,-0.128
3387,18-06-2018,5 reasons the drop in gold prices shouldn't worry investors,negative,0.0788
3388,14-05-2018,mining : how much gold is left in the world?,none,0.0
3389,12-12-2012,gold prices recover on firming global trend,positive,0.0
3390,24-07-2013,"gold eases after four-day rally, firm dollar hurts",none,-0.2023
3391,19-08-2010,gold surges to 7-week high as festive demand pick up,positive,0.3612
3392,04-10-2018,the spectator : want to predict the price of gold? then watch hollywood films,none,0.0772
3393,13-12-2016,Gold futures mark lowest finish since early February,negative,-0.3818
3394,13-06-2006,spot gold quoted at $559.80 in asia trade,positive,0.0
3395,07-04-2016,Gold up on Fed caution over interest rates,positive,0.4588
3396,07-06-2018,"june gold up 0.4% at $1,305.70/oz.",positive,0.0
3397,19-06-2018,"gold futures settle lower, a dime above lowest finish of the year",negative,-0.5859
3398,17-12-2004,"feb gold closes at $442.90/oz, up $4.70 for the day",positive,0.0
3399,28-09-2010,gold milestones on the road to record high,positive,0.0
3400,07-04-2017,"June gold up $18.30, or 1.5%, to $1,271.80 an ounce",positive,0.0
3401,15-06-2017,Gold gains as stocks fall; weak US data spurs safe-haven demand,positive,-0.25
3402,29-07-2013,gold climbs as weaker dollar spurs investor demand,positive,-0.5267
3403,09-08-2018,Gold steadies as yuan holds onto gains versus the dollar,neutral,0.34
3404,0200-03-30,gold prices back above $420,positive,0.0
3405,10-01-2005,feb gold climbs $1.70 to $421.20/oz in morning ny trade,positive,0.0
3406,17-04-2012,are gold loans going the microfinance way?,none,0.0
3407,01-04-2016,gold ends lower after strong u.s. jobs report,negative,0.2732
3408,14-07-2014,Gold prices tumble more than 1% amid profit taking,negative,0.4404
3409,23-01-2002,gold futures slip a bit further,negative,0.0
3410,25-04-2016,gold futures advance 0.8% in dollar-driven rebound,positive,0.0
3411,19-09-2012,gold futures gain after bank of japan move,positive,0.5267
3412,13-01-2005,feb gold falls $1.90 to $424.70/oz in morning ny trade,negative,0.0
3413,25-09-2012,central banks tinker with gold reserves in august,none,0.0
3414,26-01-2017,"February gold off $8.30, or 0.7%, at $1,189.50/oz.",negative,0.0
3415,21-10-2011,"MCX Gold, Silver may note some gains: Kotak Commodity",positive,0.34
3416,12-08-2015,"Copper tumbles to 6-year low in risk-off trade, gold at 3-week peak",negative,-0.2732
3417,10-08-2016,gold futures up rs 186 on global cues,positive,0.0
3418,24-05-2006,"june gold last down $30.20, or 4.6%, at $643/oz in ny",negative,0.0
3419,27-03-2015,gold dips after 7-day rally but set for second weekly gain,negative,0.6808
3420,22-01-2015,"Buy Comex gold if it dips to $1,265/oz",negative,0.0
3421,02-08-2017,gold edges away from 7-week high as dollar steadies,negative,0.0
3422,13-02-2008,gold ends down; platinum soars to new record high,negative,0.0
3423,0201-03-23,"gold reverses course, higher after housing data",positive,0.0
3424,23-12-2015,Gold remains lower after flurry of U.S. data,negative,-0.296
3425,26-01-2017,Gold holds losses after jobless-claims report,negative,-0.4019
3426,24-06-2005,"gold prices fall, but hold $440 level",negative,0.0
3427,10-08-2016,"gold tops rs 31,000 on global cues; silver above rs 47k",positive,0.5106
3428,31-01-2018,"february gold up 0.4% at $1,345.70/oz.",positive,0.0
3429,09-01-2014,will gold be 2014's comeback kid?,none,0.0
3430,24-08-2012,Gold futures to track rupee,none,0.0
3431,12-11-2014,"gold finishes lower, surrendering prior session's gains",negative,0.0516
3432,02-02-2018,gold prices lose more than 1% for the week,negative,-0.4019
3433,28-07-2016,indian gold standard bars in the works,none,0.0
3434,20-09-2017,Gold prices to trade sideways Angel Commodities,neutral,0.0
3435,11-01-2011,"gold trades above $1,380 an ounce",neutral,0.0
3436,21-12-2006,gold futures head lower for a second day,negative,-0.296
3437,02-11-2017,Gold prices moves lower an hour ahead of Comex settlement,negative,-0.296
3438,10-08-2016,Eldorado Gold upgraded to buy from neutral at Goldman Sachs,none,0.0
3439,28-09-2010,gold gives canadian stocks a boost,none,0.4019
3440,15-10-2010,"gold futures up $5.20 at $1,382.80/oz",positive,0.0
3441,07-04-2006,june gold falls $4.40 to $595.30/oz after $592 low,negative,-0.2732
3442,14-03-2011,"silver regains peak level of rs 54,600; gold up by rs 115",positive,0.0
3443,25-06-2014,Gold off the lows after dismal U.S. GDP data,negative,-0.7003
3444,11-10-2005,amex gold bugs index closes down 0.8% at 240.73,negative,0.0
3445,28-02-2006,"gold rises, but ends with a monthly loss",positive,-0.4497
3446,18-10-2011,Selling seen in spot gold prices,positive,0.0
3447,14-09-2015,Gold hovers near one-month low as traders eye Fed meeting,negative,-0.2732
3448,21-03-2017,"April gold up $12.50, or 1%, to settle at $1,246.50/oz",positive,0.0
3449,15-08-2014,"Gold falls on soft Asian demand, Ukraine conflict supports",negative,-0.0772
3450,29-03-2017,"Gold for June delivery loses $2, or 0.2%, to finish at $1,256.80/oz",negative,-0.3182
3451,19-01-2006,"funds lift gold, but small buyers await price fall",negative,0.1531
3452,08-04-2014,Gold gains as dollar softens on Fed expectations,positive,0.34
3453,05-01-2017,"February gold gains $9.50, or 0.8%, at $1,174.80/oz. after jobless-claims report",positive,0.34
3454,03-03-2011,"gold closes down from record at $1,416.40 an ounce",negative,0.0
3455,06-06-2018,india : gold imports by india have slumped for a fifth month,none,0.0
3456,29-10-2018,gold stocks will benefit from cyclical change,none,0.4588
3457,13-10-2010,"we see gold hitting higher: vasu menon, ocbc bank",positive,0.0
3458,09-04-2018,"june gold climbs $4, or 0.3%, to $1,340.10/oz",positive,0.0
3459,17-01-2018,mining : `disastrous' deals sideline gold-mining m&a as metal rises,none,-0.5994
3460,28-04-2016,cad to widen to $25 billion in fy17 on gold imports surge: report,none,0.0
3461,01-05-2018,fort knox is why we don't have a gold standard,none,0.0
3462,0200-09-23,dec gold up $3.80 at $412.80/oz in afternoon trade,positive,0.0
3463,10-08-2012,"gold ticks down, investors still eye china stimulus",negative,0.0
3464,18-02-2014,"Report: World gold demand dips 15% to 3,756 tonnes in 2013",none,-0.128
3465,17-02-2017,"Gold futures down for the session, but gain 0.3% for the week",positive,0.6808
3466,17-07-2015,"Asian buyers snub falling gold price, India still at a discount",negative,-0.5267
3467,20-12-2016,"gold, silver trade lower in morning trade; rs 26,900-26,485 key support level for yellow metal",negative,0.128
3468,24-09-2010,"gold ends at record high, taps $1,300",positive,0.0
3469,06-09-2012,"gold zooms above rs 32,000-level on strong marriage season demand",positive,0.4215
3470,27-08-2018,"gold steady as short-covering, fed chair's remarks lend support",neutral,0.4019
3471,15-11-2018,paulson keeps stake in gold investments during third-quarter,none,0.0
3472,16-02-2017,Gold rises as dollar gives up gains; Fed rate hike in focus,positive,0.34
3473,20-04-2013,"gold regains lustre on sustained buying,global cues; at rs 27,000 per 10g",positive,0.0
3474,03-01-2006,gold prices up in asian trade,positive,0.0
3475,27-09-2006,gold up $3.80 at $600.90 an ounce in electronic trade,positive,0.0
3476,17-04-2017,Gold ends higher as tensions between U.S. and North Korea weigh on the dollar,positive,-0.4019
3477,02-08-2018,charts : gold prices could slide to $1204 on a break to this week's low,negative,-0.2732
3478,21-10-2016,customers hold on to old gold as prices fall,negative,0.0
3479,11-01-2016,"feb. gold settles at $1,096.20/oz on comex, down $1.70, or 0.2%",negative,0.0
3480,03-01-2018,gold prices hold steady near 3-1/2 month highs,neutral,0.0
3481,08-11-2017,"Dec. gold gains $7.90, or 0.6%, to settle at $1,283.70.oz",positive,0.34
3482,22-11-2017,"December gold up 0.3% to $1,285.60 an ounce",positive,0.0
3483,17-01-2017,Gold's lustrous rise in 2017 may be best sign Trump rally is fading,positive,0.6369
3484,01-12-2017,turkish gold trader implicates erdogan in iran money laundering,none,0.0
3485,13-01-2012,"gold futures pare losses, off $10.80 at $1,636.90",negative,-0.4019
3486,17-10-2017,"Gold suffers biggest one-day loss in nearly 4 weeks, ends at lowest since Oct. 9",negative,-0.7906
3487,09-11-2016,"FTSE 100 ends roller-coaster day higher as Trump win boosts pharma, gold shares",positive,0.8074
3488,30-08-2005,"amex gold bugs index ends at 4-wk low of 198.79, down 1.9%",negative,-0.2732
3489,26-04-2017,"June gold down $3, or 0.2%, to settle at $1,264.20/oz",negative,0.0
3490,11-05-2012,"gold falls to 1-month low, triggers bargain hunting",negative,-0.0772
3491,30-05-2018,o'leary and holmes are both right on gold & gold stocks,none,0.0
3492,24-02-2014,"gold, silver rise to 4-month highs on u.s. growth concerns",positive,0.3818
3493,24-04-2017,gold falls as stocks gain after french election result,negative,0.5267
3494,18-01-2007,feb. gold down $5.20 to close at $628.10/oz in ny,negative,0.0
3495,18-12-2014,"feb. gold erases gains, turns roughly flat at $1,194 an oz.",positive,0.34
3496,15-06-2017,Gold prices log lowest finish in 3 weeks as 'fearless' Fed turns up rate-hike heat,negative,0.0772
3497,17-01-2018,crypto investors are fleeing to gold,none,0.0
3498,31-10-2018,lbma 2018 boston: right on gold price at last?,none,0.0
3499,15-09-2008,gold shows resilience to troubles in financial markets,none,-0.4588
3500,19-10-2018,Gold imports up 4% YoY to $17.63 billion in April-September period,none,0.0
3501,16-05-2014,"comex gold logs slightly loss on day, up 0.5% on week",positive,-0.2516
3502,24-02-2011,when will gold hit a new high?,none,0.0
3503,27-12-2017,gold miners look exceptionally cheap heading into 2018 (gdx),none,0.0
3504,17-01-2017,"Gold extends gains, up $21.70, or 1.8%, to $1,217.80 an ounce",positive,0.4404
3505,17-01-2006,gold futures pull back from overnight highs,negative,0.0
